Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
109,"{
""Reasoning"": ""The first paragraph of Passage 1 introduces the antibiotic resistance crisis as a human health problem. It then presents teixobactin as a solution developed through new research, framing the crisis as the core issue the study addresses. This establishes the problem-solution structure, making Option C the clearest fit. The paragraph doesn't present a controversy (B) or a theory to challenge (D), and while the claim is supported later (A), the primary function is problem identification."",
""Answer"": ""C"",
""A"": 0.25,
""B"": 0.05,
""C"": 0.65,
""D"": 0.05
}",C,True,False,"The first paragraph of Passage 1 introduces the antibiotic resistance crisis as a human health problem. It then presents teixobactin as a solution developed through new research, framing the crisis as the core issue the study addresses. This establishes the problem-solution structure, making Option C the clearest fit. The paragraph doesn't present a controversy (B) or a theory to challenge (D), and while the claim is supported later (A), the primary function is problem identification.",C,0.25,0.05,0.65,0.05,0.0,C,deepseek_r1,sat_en
112,"{
""Reasoning"": ""The phrase 'five years and £500 million' refers to the future clinical trial process required for teixobactin, emphasizing the substantial time and financial investment needed before it becomes available. Passage 2 explicitly frames this as a challenge ('numbers we must find ways to reduce') to combat rapidly evolving bacteria. Option A aligns perfectly with this context of future hurdles. Option B is incorrect as government funding isn't mentioned. Option C is wrong because it references past spending, not future requirements. Option D lacks support, as no comparison to other antibiotics is made."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"The phrase 'five years and £500 million' refers to the future clinical trial process required for teixobactin, emphasizing the substantial time and financial investment needed before it becomes available. Passage 2 explicitly frames this as a challenge ('numbers we must find ways to reduce') to combat rapidly evolving bacteria. Option A aligns perfectly with this context of future hurdles. Option B is incorrect as government funding isn't mentioned. Option C is wrong because it references past spending, not future requirements. Option D lacks support, as no comparison to other antibiotics is made.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
114,"{
  ""Reasoning"": ""Both passages explicitly state teixobactin's effectiveness against drug-resistant bacteria. Passage 1 notes it kills bacteria 'that have developed immunity to other drugs' and resists mutation. Passage 2 confirms it kills resistant tuberculosis and is 'difficult to select teixobactin resistance.' Neither passage mentions standardizing development (A), soil fungi (C), or antibiotic study methods (D) as teixobactin's primary utility."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.9,
  ""C"": 0.02,
  ""D"": 0.03
}",B,True,False,"Both passages explicitly state teixobactin's effectiveness against drug-resistant bacteria. Passage 1 notes it kills bacteria 'that have developed immunity to other drugs' and resists mutation. Passage 2 confirms it kills resistant tuberculosis and is 'difficult to select teixobactin resistance.' Neither passage mentions standardizing development (A), soil fungi (C), or antibiotic study methods (D) as teixobactin's primary utility.",B,0.05,0.9,0.02,0.03,0.0,B,deepseek_r1,sat_en
111,"{
""Reasoning"": ""Passage 2 explicitly states that finding antibiotics from soil/exotic environments was 'long suspected' (line 54-56), and the new method confirms this potential by successfully cultivating previously unculturable bacteria. Option A contradicts the passage (teixobactin doesn't kill Gram-negatives). Option B misrepresents the novel method as conventional. Option C opposes the author's support for exotic environment exploration."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.05,
""C"": 0.05,
""D"": 0.9
}",D,True,False,"Passage 2 explicitly states that finding antibiotics from soil/exotic environments was 'long suspected' (line 54-56), and the new method confirms this potential by successfully cultivating previously unculturable bacteria. Option A contradicts the passage (teixobactin doesn't kill Gram-negatives). Option B misrepresents the novel method as conventional. Option C opposes the author's support for exotic environment exploration.",D,0.0,0.05,0.05,0.9,0.0,D,deepseek_r1,sat_en
113,"{
  ""Reasoning"": ""Passage 1 introduces teixobactin and its novel cultivation method optimistically. Passage 2 explicitly evaluates this research—praising the methodology while critiquing teixobactin's scope, scalability, and clinical hurdles. It neither modifies methods (B), merely illustrates concepts (C), nor dismisses findings (D), but offers a balanced assessment."",
  ""Answer"": ""A"",
  ""A"": 0.85,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.05
}",A,True,False,"Passage 1 introduces teixobactin and its novel cultivation method optimistically. Passage 2 explicitly evaluates this research—praising the methodology while critiquing teixobactin's scope, scalability, and clinical hurdles. It neither modifies methods (B), merely illustrates concepts (C), nor dismisses findings (D), but offers a balanced assessment.",A,0.85,0.05,0.05,0.05,0.0,A,deepseek_r1,sat_en
115,"{
  ""Reasoning"": ""Passage 2 explicitly states teixobactin kills Gram-positive bacteria (like S. aureus mentioned in Passage 1) but cannot kill Gram-negative bacteria due to size limitations. Since Passage 1 confirms teixobactin cured the mice's infections, their infections must have been Gram-positive (supporting C). No evidence suggests immunity (A), bacterial enhancement (B), or protein targeting (D contradicts Passage 1's lipid mechanism). High confidence in C."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"Passage 2 explicitly states teixobactin kills Gram-positive bacteria (like S. aureus mentioned in Passage 1) but cannot kill Gram-negative bacteria due to size limitations. Since Passage 1 confirms teixobactin cured the mice's infections, their infections must have been Gram-positive (supporting C). No evidence suggests immunity (A), bacterial enhancement (B), or protein targeting (D contradicts Passage 1's lipid mechanism). High confidence in C.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
117,"{
  ""Reasoning"": ""Tiffany explicitly states that the exposition will make his name known to millions ('on the lips of millions'), indicating his primary anticipation is widespread fame and public recognition. The passage emphasizes his personal branding, not sales, collaborations, or existing critical praise."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.03,
  ""C"": 0.01,
  ""D"": 0.01
}",A,True,False,"Tiffany explicitly states that the exposition will make his name known to millions ('on the lips of millions'), indicating his primary anticipation is widespread fame and public recognition. The passage emphasizes his personal branding, not sales, collaborations, or existing critical praise.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
116,"{
  ""Reasoning"": ""The passage centers on a professional discussion between the narrator and Tiffany about his chapel project for the Chicago Exposition, including shared enthusiasm for artistic designs and collaborative innovation (e.g., the lampshade idea). This directly aligns with Option C. Option D is partially plausible but overstated, as Tiffany's support stems from the narrator's idea within the conversation, not recounted past events. Options A and B lack evidence, as no behavioral changes or motivational struggles are described. Confidence is high due to explicit focus on joint creative interests."",
  ""Answer"": ""C"",
  ""A"": 0.025,
  ""B"": 0.025,
  ""C"": 0.85,
  ""D"": 0.10
}",C,True,False,"The passage centers on a professional discussion between the narrator and Tiffany about his chapel project for the Chicago Exposition, including shared enthusiasm for artistic designs and collaborative innovation (e.g., the lampshade idea). This directly aligns with Option C. Option D is partially plausible but overstated, as Tiffany's support stems from the narrator's idea within the conversation, not recounted past events. Options A and B lack evidence, as no behavioral changes or motivational struggles are described. Confidence is high due to explicit focus on joint creative interests.",C,0.025,0.025,0.85,0.1,0.0,C,deepseek_r1,sat_en
118,"{
""Reasoning"": ""The passage describes Tiffany showing the narrator watercolor renderings of planned stained glass windows (e.g., 'slinging down one large watercolor after another... each one a precise, fine-edged rendering of what he wanted the window to be'). These are plans, not finished windows (B), nor exhibition watercolors (C). No placement chart is mentioned (D). Option A directly matches this evidence."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.03,
""C"": 0.01,
""D"": 0.01
}",A,True,False,"The passage describes Tiffany showing the narrator watercolor renderings of planned stained glass windows (e.g., 'slinging down one large watercolor after another... each one a precise, fine-edged rendering of what he wanted the window to be'). These are plans, not finished windows (B), nor exhibition watercolors (C). No placement chart is mentioned (D). Option A directly matches this evidence.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
119,"{
  ""Reasoning"": ""The passage shows the narrator suggesting a technical innovation—transforming Tiffany's opaque glass baptismal font dome into a smaller translucent lampshade with peacock feathers. This sparks Tiffany's realization about leaded glass lampshades, demonstrating the narrator's ability to enhance existing ideas through improvisation. Other options lack direct support: color naming is Tiffany's (A), critiques are absent (C), and sketches are his creations (D). High confidence due to explicit narrative."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.9,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"The passage shows the narrator suggesting a technical innovation—transforming Tiffany's opaque glass baptismal font dome into a smaller translucent lampshade with peacock feathers. This sparks Tiffany's realization about leaded glass lampshades, demonstrating the narrator's ability to enhance existing ideas through improvisation. Other options lack direct support: color naming is Tiffany's (A), critiques are absent (C), and sketches are his creations (D). High confidence due to explicit narrative.",B,0.05,0.9,0.03,0.02,0.0,B,deepseek_r1,sat_en
121,"{
""Reasoning"": ""The first study established that larger cities correlate with economic growth in advanced nations but hinder it in developing ones. The second study delves deeper into why this occurs, identifying optimal city sizes for developing nations and contextual factors like urban population thresholds. This progression shows the second study extends and elaborates on the first's findings, fitting option C perfectly. No correction (A), hypothesis confirmation (B), or tonal shift (D) is indicated."",
""Answer"": ""C"",
""A"": 0.0,
""B"": 0.1,
""C"": 0.9,
""D"": 0.0
}",C,True,False,"The first study established that larger cities correlate with economic growth in advanced nations but hinder it in developing ones. The second study delves deeper into why this occurs, identifying optimal city sizes for developing nations and contextual factors like urban population thresholds. This progression shows the second study extends and elaborates on the first's findings, fitting option C perfectly. No correction (A), hypothesis confirmation (B), or tonal shift (D) is indicated.",C,0.0,0.1,0.9,0.0,0.0,C,deepseek_r1,sat_en
122,"{
  ""Reasoning"": ""The passage states that megacities (over 10M people) provide nationwide economic benefits only when the country's urban population exceeds 28.5M, and emphasizes that developed countries benefit because they host knowledge-based industries requiring agglomeration economies. This directly links economic impact to industry types (Option B). Land area (A) is mentioned but not as the primary factor. The passage explicitly contradicts equal impact (C) by showing opposite effects in developed vs. developing nations. Maintenance costs (D) are not discussed."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.8,
  ""C"": 0.05,
  ""D"": 0.05
}",B,True,False,"The passage states that megacities (over 10M people) provide nationwide economic benefits only when the country's urban population exceeds 28.5M, and emphasizes that developed countries benefit because they host knowledge-based industries requiring agglomeration economies. This directly links economic impact to industry types (Option B). Land area (A) is mentioned but not as the primary factor. The passage explicitly contradicts equal impact (C) by showing opposite effects in developed vs. developing nations. Maintenance costs (D) are not discussed.",B,0.1,0.8,0.05,0.05,0.0,B,deepseek_r1,sat_en
120,"{
  ""Reasoning"": ""The passage details studies showing urbanization's differing economic impacts: beneficial in developed nations but detrimental in developing ones. It explains causes (e.g., historical context, globalization) and consequences (e.g., 'urbanization without growth'), aligning with Option A. No solutions, methodology critiques, or questions about practical applications are central."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The passage details studies showing urbanization's differing economic impacts: beneficial in developed nations but detrimental in developing ones. It explains causes (e.g., historical context, globalization) and consequences (e.g., 'urbanization without growth'), aligning with Option A. No solutions, methodology critiques, or questions about practical applications are central.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
125,"{
""Reasoning"": ""Passage 1 explicitly states that 'the human genome has undergone roughly 15 million changes' since diverging from chimpanzees. This directly supports option A. Option B confuses brain size (mentioned as tripled) with genome size (not discussed). Option C is unsupported as only specific genes (NOTCH2NL) are mentioned, not overall gene count. Option D is contradicted by shared NOTCH2NL genes with Denisovans. Confidence is high due to explicit textual evidence."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Passage 1 explicitly states that 'the human genome has undergone roughly 15 million changes' since diverging from chimpanzees. This directly supports option A. Option B confuses brain size (mentioned as tripled) with genome size (not discussed). Option C is unsupported as only specific genes (NOTCH2NL) are mentioned, not overall gene count. Option D is contradicted by shared NOTCH2NL genes with Denisovans. Confidence is high due to explicit textual evidence.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
126,"{
  ""Reasoning"": ""Haussler's team was initially interested in NOTCH2NL because it is a relative of NOTCH2, a gene known to control neuron production during brain development. This suggests they assumed related genes share comparable biological functions, which aligns with option D. Their excitement about its location near a brain-size-related region was secondary to this genetic relationship."",
  ""Answer"": ""D"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.1,
  ""D"": 0.7
}",D,True,False,"Haussler's team was initially interested in NOTCH2NL because it is a relative of NOTCH2, a gene known to control neuron production during brain development. This suggests they assumed related genes share comparable biological functions, which aligns with option D. Their excitement about its location near a brain-size-related region was secondary to this genetic relationship.",D,0.1,0.1,0.1,0.7,0.0,D,deepseek_r1,sat_en
124,"{
""Reasoning"": ""The passage explicitly states that from 1960-2010, the median city in developing countries grew from 220k to 845k (quadrupling), while high-income countries grew modestly from 500k to 650k. This sharp comparative growth directly supports Option A. Option B is factually correct (12/20 were high-income in 1960) but less central to the graph's likely focus on growth trends. Option C misrepresents 'associated with' as causation. Option D describes a finding but lacks the specific numerical support present for A."",
""Answer"": ""A"",
""A"": 0.8,
""B"": 0.1,
""C"": 0.05,
""D"": 0.05
}",A,True,False,"The passage explicitly states that from 1960-2010, the median city in developing countries grew from 220k to 845k (quadrupling), while high-income countries grew modestly from 500k to 650k. This sharp comparative growth directly supports Option A. Option B is factually correct (12/20 were high-income in 1960) but less central to the graph's likely focus on growth trends. Option C misrepresents 'associated with' as causation. Option D describes a finding but lacks the specific numerical support present for A.",A,0.8,0.1,0.05,0.05,0.0,A,deepseek_r1,sat_en
127,"{
  ""Reasoning"": ""Passage 1 focuses on molecular genetics (NOTCH2NL gene duplications) as the mechanism for brain size evolution, analyzing DNA across primate species. Passage 2 examines macroevolutionary patterns using fossil data, emphasizing population/species-level factors like within-species evolution and extinction. Option D correctly captures this micro vs. macro scale distinction with high confidence."",
  ""Answer"": ""D"",
  ""A"": 0.0,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.9
}",D,True,False,"Passage 1 focuses on molecular genetics (NOTCH2NL gene duplications) as the mechanism for brain size evolution, analyzing DNA across primate species. Passage 2 examines macroevolutionary patterns using fossil data, emphasizing population/species-level factors like within-species evolution and extinction. Option D correctly captures this micro vs. macro scale distinction with high confidence.",D,0.0,0.05,0.05,0.9,0.0,D,deepseek_r1,sat_en
129,"{
  ""Reasoning"": ""The passage argues that framing Indigenous issues through human rights addresses disadvantage by ensuring accountability and participation, rejecting the false dichotomy between rights and practical measures. Option C directly aligns with this theme, as the author advocates using human rights as a policy framework. Option A contradicts the text (rights are linked to health outcomes), B misrepresents funding priorities (expenditure critique ≠ funding allocation), and D opposes the core argument (rights/practicality are interdependent). Confidence is high due to explicit textual support."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"The passage argues that framing Indigenous issues through human rights addresses disadvantage by ensuring accountability and participation, rejecting the false dichotomy between rights and practical measures. Option C directly aligns with this theme, as the author advocates using human rights as a policy framework. Option A contradicts the text (rights are linked to health outcomes), B misrepresents funding priorities (expenditure critique ≠ funding allocation), and D opposes the core argument (rights/practicality are interdependent). Confidence is high due to explicit textual support.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
130,"{
  ""Reasoning"": ""Calma explicitly criticizes the focus on 'record expenditure' without outcome measurement because it 'lacked any accountability whatsoever' and allowed governments to avoid responsibility. This directly matches option D. Other options (A-C) lack textual support: financial fitness (A), standardization (B), and authority abuse (C) are not discussed."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.85
}",D,True,False,"Calma explicitly criticizes the focus on 'record expenditure' without outcome measurement because it 'lacked any accountability whatsoever' and allowed governments to avoid responsibility. This directly matches option D. Other options (A-C) lack textual support: financial fitness (A), standardization (B), and authority abuse (C) are not discussed.",D,0.05,0.05,0.05,0.85,0.0,D,deepseek_r1,sat_en
123,"{
""Reasoning"": ""The passage states that in 1960, the median city size in high-income countries was 500,000 people versus 220,000 in developing countries. By 2010, developing countries' median reached 845,000 while high-income countries' was 650,000. Developing countries' median nearly quadrupled over 50 years (220k → 845k), while high-income grew modestly (500k → 650k). To find when developing countries first surpassed high-income countries, we note the crossover must occur between 1960 and 2010. The most plausible timeframe is 1980–1985, as developing countries' rapid growth (≈12.5k/year increase) would overtake high-income countries' slower growth (≈3k/year) around this period, while later options (1990–1995, 2005–2010) are less likely for the initial surpassing."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.7,
""C"": 0.15,
""D"": 0.05
}",B,True,False,"The passage states that in 1960, the median city size in high-income countries was 500,000 people versus 220,000 in developing countries. By 2010, developing countries' median reached 845,000 while high-income countries' was 650,000. Developing countries' median nearly quadrupled over 50 years (220k → 845k), while high-income grew modestly (500k → 650k). To find when developing countries first surpassed high-income countries, we note the crossover must occur between 1960 and 2010. The most plausible timeframe is 1980–1985, as developing countries' rapid growth (≈12.5k/year increase) would overtake high-income countries' slower growth (≈3k/year) around this period, while later options (1990–1995, 2005–2010) are less likely for the initial surpassing.",B,0.1,0.7,0.15,0.05,0.0,C,deepseek_r1,sat_en
128,"{
  ""Reasoning"": ""Both passages explicitly compare human brain size to chimpanzees: Passage 1 states chimps have brains 'roughly a third of human size', while Passage 2 states human brains are 'more than three times larger than chimpanzees and bonobos'. Though bonobos are mentioned in Passage 2, Passage 1 only references chimps. Early hominins (C) had chimp-sized brains per Passage 2, but neither passage makes the direct 'three times larger' comparison to them. Neanderthals (D) are mentioned only in Passage 1 without brain size comparison."",
  ""Answer"": ""B"",
  ""A"": 0.2,
  ""B"": 0.7,
  ""C"": 0.05,
  ""D"": 0.05
}",B,True,False,"Both passages explicitly compare human brain size to chimpanzees: Passage 1 states chimps have brains 'roughly a third of human size', while Passage 2 states human brains are 'more than three times larger than chimpanzees and bonobos'. Though bonobos are mentioned in Passage 2, Passage 1 only references chimps. Early hominins (C) had chimp-sized brains per Passage 2, but neither passage makes the direct 'three times larger' comparison to them. Neanderthals (D) are mentioned only in Passage 1 without brain size comparison.",B,0.2,0.7,0.05,0.05,0.0,B,deepseek_r1,sat_en
132,"{
""Reasoning"": ""Calma criticizes past policies for treating Indigenous peoples as passive recipients and emphasizes the need for their active participation, as highlighted in the Statement of Intent's commitment to 'ensure full participation' in health initiatives. This directly supports option A."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"Calma criticizes past policies for treating Indigenous peoples as passive recipients and emphasizes the need for their active participation, as highlighted in the Statement of Intent's commitment to 'ensure full participation' in health initiatives. This directly supports option A.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
133,"{
  ""Reasoning"": ""Calma directly addresses the false dichotomy that discussing rights detracts from addressing disadvantage, implying his audience questions the relevance of human rights frameworks to Indigenous issues. The passage refutes this view extensively, suggesting option C captures this skepticism. No direct evidence supports options A (individual accountability), B (audience ignorance), or D (tolerance of failure). Confidence is high as this is the speech's core argument."",
  ""Answer"": ""C"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.7,
  ""D"": 0.1
}",C,True,False,"Calma directly addresses the false dichotomy that discussing rights detracts from addressing disadvantage, implying his audience questions the relevance of human rights frameworks to Indigenous issues. The passage refutes this view extensively, suggesting option C captures this skepticism. No direct evidence supports options A (individual accountability), B (audience ignorance), or D (tolerance of failure). Confidence is high as this is the speech's core argument.",C,0.1,0.1,0.7,0.1,0.0,D,deepseek_r1,sat_en
134,"{
""Reasoning"": ""The passage centers on explaining the 'missing mantle problem'—the scarcity of mantle rocks from differentiated asteroids in meteorite collections and the asteroid belt. It details reasons for iron fragments' survival (core location, durability) and explores hypotheses like collisional erosion and Bottke's theory (differentiated bodies forming near the Sun, scattering fragments). While primitive asteroids are mentioned for contrast, the primary focus is resolving the mantle scarcity, aligning with option D."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.05,
""C"": 0.15,
""D"": 0.75
}",D,True,False,"The passage centers on explaining the 'missing mantle problem'—the scarcity of mantle rocks from differentiated asteroids in meteorite collections and the asteroid belt. It details reasons for iron fragments' survival (core location, durability) and explores hypotheses like collisional erosion and Bottke's theory (differentiated bodies forming near the Sun, scattering fragments). While primitive asteroids are mentioned for contrast, the primary focus is resolving the mantle scarcity, aligning with option D.",D,0.05,0.05,0.15,0.75,0.0,D,deepseek_r1,sat_en
137,"{
""Reasoning"": ""The passage explains that primitive asteroids (parent bodies of common chondritic meteorites) survived in large numbers while differentiated bodies were largely destroyed. It concludes the asteroid belt is now 'a mixture of intact primitive bodies and fragments of iron,' with primitive bodies being dominant. Basaltic asteroids like Vesta are rare exceptions. Reflectivity isn't correlated with mass dominance in the text."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"The passage explains that primitive asteroids (parent bodies of common chondritic meteorites) survived in large numbers while differentiated bodies were largely destroyed. It concludes the asteroid belt is now 'a mixture of intact primitive bodies and fragments of iron,' with primitive bodies being dominant. Basaltic asteroids like Vesta are rare exceptions. Reflectivity isn't correlated with mass dominance in the text.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
135,"{
""Reasoning"": ""The passage explains that collisional erosion would destroy mantle rocks more easily than iron cores, leading to rare intact differentiated asteroids like Vesta. If erosion alone explained the missing mantles, scientists would expect more surviving differentiated bodies (contradicting Vesta's uniqueness). Option A directly addresses this expectation. Options B/C/D conflict with the passage: primitive asteroids are abundant (B false), iron fragments are larger/stronger (C false), and differentiated bodies were likely rarer initially (D unsupported). High confidence as the logic is explicit."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,False,"The passage explains that collisional erosion would destroy mantle rocks more easily than iron cores, leading to rare intact differentiated asteroids like Vesta. If erosion alone explained the missing mantles, scientists would expect more surviving differentiated bodies (contradicting Vesta's uniqueness). Option A directly addresses this expectation. Options B/C/D conflict with the passage: primitive asteroids are abundant (B false), iron fragments are larger/stronger (C false), and differentiated bodies were likely rarer initially (D unsupported). High confidence as the logic is explicit.",A,0.95,0.02,0.02,0.01,0.0,B,deepseek_r1,sat_en
136,"{
""Reasoning"": ""The passage states that Bottke and colleagues proposed the parent bodies of iron meteorites formed closer to the Sun (in the terrestrial planet region), where frequent collisions occurred. Gravitational perturbations from larger bodies then scattered fragments into the asteroid belt. Option B directly matches this explanation. Option A incorrectly locates the collisions in the asteroid belt, while C and D misinterpret the fragments as originating from terrestrial planets or collisions with primitive asteroids, which contradicts the passage. Confidence is high as the mechanism is explicitly described."",
""Answer"": ""B"",
""A"": 0.03,
""B"": 0.95,
""C"": 0.01,
""D"": 0.01
}",B,True,False,"The passage states that Bottke and colleagues proposed the parent bodies of iron meteorites formed closer to the Sun (in the terrestrial planet region), where frequent collisions occurred. Gravitational perturbations from larger bodies then scattered fragments into the asteroid belt. Option B directly matches this explanation. Option A incorrectly locates the collisions in the asteroid belt, while C and D misinterpret the fragments as originating from terrestrial planets or collisions with primitive asteroids, which contradicts the passage. Confidence is high as the mechanism is explicitly described.",B,0.03,0.95,0.01,0.01,0.0,B,deepseek_r1,sat_en
140,"{
  ""Reasoning"": ""The passage centers on Little Chandler receiving an invitation from his successful friend Gallaher, which triggers extensive reflection on their past, Gallaher's rise, his own unfulfilled ambitions, and his melancholic present. No reunion occurs yet, eliminating A; the meeting is planned, not chance (C); and Gallaher's success doesn't involve assisting Chandler (D). The core is the invitation prompting profound personal reflection."",
  ""Answer"": ""B"",
  ""A"": 0.1,
  ""B"": 0.85,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"The passage centers on Little Chandler receiving an invitation from his successful friend Gallaher, which triggers extensive reflection on their past, Gallaher's rise, his own unfulfilled ambitions, and his melancholic present. No reunion occurs yet, eliminating A; the meeting is planned, not chance (C); and Gallaher's success doesn't involve assisting Chandler (D). The core is the invitation prompting profound personal reflection.",B,0.1,0.85,0.03,0.02,0.0,B,deepseek_r1,sat_en
143,"{
  ""Reasoning"": ""The passage highlights Little Chandler's habit of seeking out dark, narrow streets despite feeling fear ('apprehensively and excitedly'), where silence and figures trouble him, and laughter makes him tremble. This directly shows his contradictory impulse: actively courting menacing settings while being deeply unsettled by them."",
  ""Answer"": ""D"",
  ""A"": 0.1,
  ""B"": 0.1,
  ""C"": 0.0,
  ""D"": 0.8
}",D,True,False,"The passage highlights Little Chandler's habit of seeking out dark, narrow streets despite feeling fear ('apprehensively and excitedly'), where silence and figures trouble him, and laughter makes him tremble. This directly shows his contradictory impulse: actively courting menacing settings while being deeply unsettled by them.",D,0.1,0.1,0.0,0.8,0.0,D,deepseek_r1,sat_en
141,"{
  ""Reasoning"": ""The passage shows Little Chandler admiring Gallaher's success ('brilliant figure,' 'deserved to win'), yet his thoughts trigger melancholy about his own unfulfilled life ('useless to struggle against fortune,' sadness when 'thought of life'). There's no evidence of downplaying (B), anger (C), or thankfulness for obscurity (D). High confidence as textual evidence strongly supports A."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The passage shows Little Chandler admiring Gallaher's success ('brilliant figure,' 'deserved to win'), yet his thoughts trigger melancholy about his own unfulfilled life ('useless to struggle against fortune,' sadness when 'thought of life'). There's no evidence of downplaying (B), anger (C), or thankfulness for obscurity (D). High confidence as textual evidence strongly supports A.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
144,"{
  ""Reasoning"": ""The last paragraph shows Little Chandler reflecting that, in hindsight ('now that he reviewed the past'), he recognizes signs of Gallaher's future success that weren't apparent before. This conveys how hindsight creates a sense of inevitability about Gallaher's achievements, aligning with option A. There's no evidence of altered memories (B), vindication of confidence (C), or regret (D). Confidence is high (0.9) due to explicit textual cues."",
  ""Answer"": ""A"",
  ""A"": 0.9,
  ""B"": 0.05,
  ""C"": 0.04,
  ""D"": 0.01
}",A,True,False,"The last paragraph shows Little Chandler reflecting that, in hindsight ('now that he reviewed the past'), he recognizes signs of Gallaher's future success that weren't apparent before. This conveys how hindsight creates a sense of inevitability about Gallaher's achievements, aligning with option A. There's no evidence of altered memories (B), vindication of confidence (C), or regret (D). Confidence is high (0.9) due to explicit textual cues.",A,0.9,0.05,0.04,0.01,0.0,A,deepseek_r1,sat_en
131,"{
  ""Reasoning"": ""The passage explicitly states that the previous government focused on 'practical measures' and emphasized 'record levels of expenditure' on Indigenous issues, directly highlighting financial resources. Options A, B, and C are unsupported: A is contradicted by criticism of lack of engagement, B is not mentioned, and C is undermined by the absence of outcome accountability. Confidence is high due to the direct quote."",
  ""Answer"": ""D"",
  ""A"": 0.03,
  ""B"": 0.01,
  ""C"": 0.01,
  ""D"": 0.95
}",D,True,False,"The passage explicitly states that the previous government focused on 'practical measures' and emphasized 'record levels of expenditure' on Indigenous issues, directly highlighting financial resources. Options A, B, and C are unsupported: A is contradicted by criticism of lack of engagement, B is not mentioned, and C is undermined by the absence of outcome accountability. Confidence is high due to the direct quote.",D,0.03,0.01,0.01,0.95,0.0,D,deepseek_r1,sat_en
142,"{
""Reasoning"": ""The passage explicitly describes Little Chandler's meticulous grooming: 'He took the greatest care of his fair silken hair and moustache,' 'used perfume discreetly,' and had 'perfect' nails. This contrasts with no evidence for boastfulness (A), unpredictability (B), or criticizing others' aspirations (C). Confidence is high as vanity is directly stated."",
""Answer"": ""D"",
""A"": 0.0,
""B"": 0.0,
""C"": 0.0,
""D"": 1.0
}",D,True,False,"The passage explicitly describes Little Chandler's meticulous grooming: 'He took the greatest care of his fair silken hair and moustache,' 'used perfume discreetly,' and had 'perfect' nails. This contrasts with no evidence for boastfulness (A), unpredictability (B), or criticizing others' aspirations (C). Confidence is high as vanity is directly stated.",D,0.0,0.0,0.0,1.0,0.0,D,deepseek_r1,sat_en
